C,DBE 1,DBE,H,KMD,N,O,S,class,intensity 1,intensity,isotope kind,m/z,ppm,s/n,theo
35,16,16,39,0.64310512,,19,,O19,6720877,6720877,,763.21053,-1.872383464,10.9,763.209101
37,14,14,47,0.570415577,,17,,O17,5230158,5230158,,763.28207,-0.259694495,8,763.2818718
35,23,23,25,0.759845735,,20,,O20,4454336,4454336,,765.09405,0.543174626,6.4,765.0944656
36,22,22,29,0.723500964,,19,,O19,5630768,5630768,,765.13134,-0.639132639,8.8,765.130851
37,21,21,33,0.687156192,,18,,O18,4958241,4958241,,765.16724,-0.004731122,7.4,765.1672364
36,14,14,45,0.593361042,,18,,O18,4232952,4232952,,765.26144,-0.396753586,6,765.2611364
34,23,23,23,0.7827912,,21,,O21,7064822,7064822,,767.07499,-1.642371587,11.6,767.0737302
37,18,18,39,0.64695827,,18,,O18,7060354,7060354,,771.21469,-0.653022349,11.6,771.2141864
38,17,17,43,0.610613499,,17,,O17,6161525,6161525,,771.25093,-0.46446656,9.8,771.2505718
35,19,19,33,0.706248507,,20,,O20,5851341,5851341,,773.15685,0.278830667,9.2,773.1570656
36,18,18,37,0.669903735,,19,,O19,4740288,4740288,,773.19475,-1.680071266,7,773.193451
38,16,16,45,0.597214191,,17,,O17,4995751,4995751,,773.26651,-0.372730752,7.5,773.2662218
38,22,22,33,0.700555499,,18,,O18,4505382,4505382,,777.16761,-0.480746077,6.5,777.1672364
37,15,15,45,0.606760349,,18,,O18,4270095,4270095,,777.26209,-1.226897956,6.1,777.2611364
36,23,23,27,0.759845735,,20,,O20,5973881,5973881,,779.11046,-0.442068577,9.5,779.1101156
37,22,22,31,0.723500964,,19,,O19,5307890,5307890,,779.14707,-0.730312078,8.1,779.146501
37,21,21,33,0.710101656,,19,,O19,4502832,4502832,,781.16238,-0.293178695,6.5,781.162151
37,26,26,23,0.800043657,,20,,O20,4489199,4489199,,787.07962,-1.022032462,6.5,787.0788156
38,23,23,31,0.736900271,,19,,O19,4612970,4612970,,791.14624,0.329875566,6.8,791.146501
38,15,15,47,0.606760349,,18,,O18,5099376,5099376,,791.27808,-1.634851574,7.7,791.2767864
40,19,19,43,0.637412113,,17,,O17,4401472,4401472,,795.25034,0.291455182,6.3,795.2505718
14,3,3,23,0.122497676,,4,,O4,5334463,5334463,C13,256.16363,-0.363760983,11.6,256.1635368
16,1,1,31,0.049808132,,2,,O2,11379972,11379972,C13,256.23637,-0.243456131,27.6,256.2363076
14,6,6,17,0.185641062,,5,,O5,5669253,5669253,C13,266.11161,-0.408033097,12.9,266.1115014
13,6,6,15,0.208586527,,6,,O6,7605098,7605098,C13,268.09078,-0.052155098,18.1,268.090766
14,5,5,19,0.172241755,,5,,O5,5231284,5231284,C13,268.12716,-0.032008321,11.7,268.1271514
12,6,6,13,0.231531991,,7,,O7,3542903,3542903,C13,270.07013,-0.367987147,7.1,270.0700306
13,5,5,17,0.195187219,,6,,O6,5169489,5169489,C13,270.10651,-0.347945456,11.5,270.106416
12,5,5,15,0.218132684,,7,,O7,5559653,5559653,C13,272.08565,0.112529626,12.6,272.0856806
14,9,9,11,0.248784448,,6,,O6,4271967,4271967,C13,276.05947,-0.014425515,9.1,276.059466
15,8,8,15,0.212439677,,5,,O5,5704126,5704126,C13,276.09594,-0.320838939,13,276.0958514
16,7,7,19,0.176094905,,4,,O4,3399741,3399741,C13,276.13228,-0.156382683,6.7,276.1322368
14,8,8,13,0.235385141,,6,,O6,5124022,5124022,C13,278.07509,0.093563568,11.4,278.075116
15,7,7,17,0.199040369,,5,,O5,8802110,8802110,C13,278.11147,0.112967999,21.3,278.1115014
16,6,6,21,0.162695598,,4,,O4,3183527,3183527,C13,278.14778,0.384032039,6.2,278.1478868
13,8,8,11,0.258330606,,7,,O7,3499651,3499651,C13,280.05404,1.216255569,7,280.0543806
14,7,7,15,0.221985834,,6,,O6,8886972,8886972,C13,280.09074,0.092890245,21.5,280.090766
15,6,6,19,0.185641062,,5,,O5,11990029,11990029,C13,280.12708,0.254947439,29.9,280.1271514
13,7,7,13,0.244931298,,7,,O7,6111241,6111241,C13,282.07004,-0.033262307,14,282.0700306
14,6,6,17,0.208586527,,6,,O6,17238625,17238625,C13,282.10645,-0.120459153,44.1,282.106416
15,5,5,21,0.172241755,,5,,O5,8240120,8240120,C13,282.1429,-0.349405689,19.8,282.1428014
12,7,7,11,0.267876763,,8,,O8,4361847,4361847,C13,284.04938,-0.298477417,9.3,284.0492952
13,6,6,15,0.231531991,,7,,O7,11301364,11301364,C13,284.08578,-0.349832135,28,284.0856806
14,5,5,19,0.195187219,,6,,O6,12161169,12161169,C13,284.12217,-0.365977558,30.3,284.122066
18,1,1,35,0.049808132,,2,,O2,15633796,15633796,C13,284.26764,-0.113914843,39.7,284.2676076
13,5,5,17,0.218132684,,7,,O7,8064729,8064729,C13,286.10139,-0.207556882,19.3,286.1013306
15,10,10,11,0.262183755,,6,,O6,3185551,3185551,C13,288.05955,-0.291545011,6.1,288.059466
12,5,5,15,0.241078149,,8,,O8,3799011,3799011,C13,288.08062,-0.086025579,7.8,288.0805952
16,9,9,15,0.225838984,,5,,O5,5508242,5508242,C13,288.0959,-0.168632418,12.4,288.0958514
14,10,10,9,0.28512922,,7,,O7,4153677,4153677,C13,290.03859,0.48482387,8.7,290.0387306
15,9,9,13,0.248784448,,6,,O6,4373008,4373008,C13,290.07508,0.124166803,9.3,290.075116
16,8,8,17,0.212439677,,5,,O5,5737524,5737524,C13,290.11156,-0.201930292,13,290.1115014
17,7,7,21,0.176094905,,4,,O4,4493655,4493655,C13,290.14786,0.092427694,9.7,290.1478868
14,9,9,11,0.271729913,,7,,O7,4932564,4932564,C13,292.0544,-0.06636538,10.8,292.0543806
15,8,8,15,0.235385141,,6,,O6,9054199,9054199,C13,292.0908,-0.116341576,21.9,292.090766
16,7,7,19,0.199040369,,5,,O5,9056154,9056154,C13,292.12713,0.073316362,21.9,292.1271514
13,9,9,9,0.294675377,,8,,O8,3742992,3742992,C13,294.03353,0.391852095,7.6,294.0336452
14,8,8,13,0.258330606,,7,,O7,8396592,8396592,C13,294.06988,0.5121831,20.1,294.0700306
15,7,7,17,0.221985834,,6,,O6,17941329,17941329,C13,294.10643,-0.047541636,45.8,294.106416
16,6,6,21,0.185641062,,5,,O5,8804402,8804402,C13,294.14283,-0.09717151,21.2,294.1428014
15,7,7,17,0.222211876,,6,,O6,3273026,3273026,O18,295.1073,0.025685233,6.3,295.1073076
13,8,8,11,0.28127607,,8,,O8,5410386,5410386,C13,296.04924,0.186515222,12.1,296.0492952
14,7,7,15,0.244931298,,7,,O7,16022255,16022255,C13,296.0857,-0.065461795,40.6,296.0856806
15,6,6,19,0.208586527,,6,,O6,26298380,26298380,C13,296.12206,0.020321687,68.3,296.122066
13,7,7,13,0.267876763,,8,,O8,8101798,8101798,C13,298.06498,-0.116693696,19.3,298.0649452
14,6,6,17,0.231531991,,7,,O7,23177918,23177918,C13,298.10134,-0.031473526,59.9,298.1013306
15,5,5,21,0.195187219,,6,,O6,15413718,15413718,C13,298.13773,-0.046898796,39,298.137716
13,6,6,15,0.254477456,,8,,O8,9737528,9737528,C13,300.08056,0.117360804,23.7,300.0805952
14,5,5,19,0.218132684,,7,,O7,14227786,14227786,C13,300.11698,0.002058197,35.7,300.1169806
12,6,6,13,0.27742292,,9,,O9,3345582,3345582,C13,302.05979,0.231138623,6.5,302.0598598
16,10,10,13,0.262183755,,6,,O6,4894834,4894834,C13,302.07517,-0.178704889,10.6,302.075116
13,5,5,17,0.241078149,,8,,O8,5615608,5615608,C13,302.0962,0.149679781,12.6,302.0962452
17,9,9,17,0.225838984,,5,,O5,4573180,4573180,C13,302.11148,0.070893362,9.8,302.1115014
15,10,10,11,0.28512922,,7,,O7,5191968,5191968,C13,304.05431,0.232253519,11.4,304.0543806
16,9,9,15,0.248784448,,6,,O6,8302946,8302946,C13,304.09073,0.118443912,19.8,304.090766
17,8,8,19,0.212439677,,5,,O5,9487843,9487843,C13,304.12712,0.103304489,22.9,304.1271514
18,7,7,23,0.176094905,,4,,O4,3749348,3749348,C13,304.16349,0.153922789,7.6,304.1635368
14,10,10,9,0.308074685,,8,,O8,4649059,4649059,C13,306.03357,0.245782453,9.9,306.0336452
15,9,9,13,0.271729913,,7,,O7,10339933,10339933,C13,306.06994,0.296068517,25.1,306.0700306
16,8,8,17,0.235385141,,6,,O6,12738903,12738903,C13,306.10636,0.183000738,31.5,306.106416
14,9,9,11,0.294675377,,8,,O8,7673058,7673058,C13,308.0493,-0.015524463,18,308.0492952
15,8,8,15,0.258330606,,7,,O7,19737045,19737045,C13,308.08561,0.229214483,50.2,308.0856806
16,7,7,19,0.221985834,,6,,O6,23146185,23146185,C13,308.122,0.214258267,59.2,308.122066
17,6,6,23,0.185641062,,5,,O5,8927164,8927164,C13,308.15843,0.069502231,21.3,308.1584514
13,9,9,9,0.317620842,,9,,O9,4343974,4343974,C13,310.02869,-0.419904218,9.1,310.0285598
14,8,8,13,0.28127607,,8,,O8,9957396,9957396,C13,310.06501,-0.20893139,24,310.0649452
15,7,7,17,0.244931298,,7,,O7,33015170,33015170,C13,310.10136,-0.094750642,85.2,310.1013306
16,6,6,21,0.208586527,,6,,O6,22888816,22888816,C13,310.1377,0.051647056,58.3,310.137716
17,5,5,25,0.172241755,,5,,O5,3815774,3815774,C13,310.1742,-0.317828921,7.7,310.1741014
13,8,8,11,0.304221535,,9,,O9,4547911,4547911,C13,312.04443,-0.705612516,9.6,312.0442098
14,7,7,15,0.267876763,,8,,O8,18152497,18152497,C13,312.08069,-0.303710969,45.8,312.0805952
15,6,6,19,0.231531991,,7,,O7,35996955,35996955,C13,312.11706,-0.254335089,93.1,312.1169806
16,5,5,23,0.195187219,,6,,O6,9513732,9513732,C13,312.15339,-0.076828581,22.8,312.153366
17,4,4,27,0.176580819,,3,1,O3S1,3564473,3564473,C13,312.17198,0.042341082,7,312.1719932
15,6,6,19,0.231758033,,7,,O7,3487318,3487318,O18,313.11787,0.006961915,6.8,313.1178722
16,12,12,9,0.311927834,,7,,O7,3252986,3252986,C13,314.03873,0.001966955,6.2,314.0387306
13,7,7,13,0.290822227,,9,,O9,8622731,8622731,C13,314.05989,-0.096103654,20.4,314.0598598
17,11,11,13,0.275583063,,6,,O6,3568448,3568448,C13,314.07515,-0.108198002,7,314.075116
14,6,6,17,0.254477456,,8,,O8,22019313,22019313,C13,314.09626,-0.047062963,55.8,314.0962452
18,10,10,17,0.239238291,,5,,O5,4428518,4428518,C13,314.1116,-0.313844923,9.3,314.1115014
15,5,5,21,0.218132684,,7,,O7,14440919,14440919,C13,314.13269,-0.189035758,35.8,314.1326306
14,6,6,17,0.254703498,,8,,O8,3792117,3792117,O18,315.09701,0.402351799,7.6,315.0971368
16,11,11,11,0.298528527,,7,,O7,3559257,3559257,C13,316.05436,0.06523466,7,316.0543806
13,6,6,15,0.27742292,,9,,O9,6594856,6594856,C13,316.07546,0.157613287,15,316.0755098
17,10,10,15,0.262183755,,6,,O6,6982300,6982300,C13,316.09065,0.367039194,16,316.090766
14,5,5,19,0.241078149,,8,,O8,10999564,10999564,C13,316.11177,0.396118279,26.6,316.1118952
18,9,9,19,0.225838984,,5,,O5,7657984,7657984,C13,316.12709,0.194281635,17.8,316.1271514
15,11,11,9,0.321473992,,8,,O8,5370694,5370694,C13,318.03364,0.016406126,11.7,318.0336452
16,10,10,13,0.28512922,,7,,O7,10931561,10931561,C13,318.0699,0.410657048,26.4,318.0700306
17,9,9,17,0.248784448,,6,,O6,12024011,12024011,C13,318.10633,0.270405423,29.3,318.106416
18,8,8,21,0.212439677,,5,,O5,10629165,10629165,C13,318.14268,0.381645285,25.6,318.1428014
15,10,10,11,0.308074685,,8,,O8,8580992,8580992,C13,320.0494,-0.327394253,20.1,320.0492952
16,9,9,15,0.271729913,,7,,O7,12951522,12951522,C13,320.08571,-0.091795109,31.6,320.0856806
17,8,8,19,0.235385141,,6,,O6,19599427,19599427,C13,320.1221,-0.106154194,49,320.122066
18,7,7,23,0.199040369,,5,,O5,9779493,9779493,C13,320.15856,-0.339151753,23.3,320.1584514
14,10,10,9,0.331020149,,9,,O9,6992919,6992919,C13,322.02846,0.309965365,16,322.0285598
15,9,9,13,0.294675377,,8,,O8,15781369,15781369,C13,322.06494,0.01620077,39,322.0649452
16,8,8,17,0.258330606,,7,,O7,26668252,26668252,C13,322.10135,-0.060174542,67.5,322.1013306
17,7,7,21,0.221985834,,6,,O6,27911870,27911870,C13,322.13776,-0.1365326,70.8,322.137716
18,6,6,25,0.185641062,,5,,O5,5995808,5995808,C13,322.17421,-0.337029884,13.3,322.1741014
14,9,9,11,0.317620842,,9,,O9,10294087,10294087,C13,324.04411,0.308037289,24.5,324.0442098
15,8,8,15,0.28127607,,8,,O8,23733419,23733419,C13,324.08048,0.355521749,59.6,324.0805952
16,7,7,19,0.244931298,,7,,O7,44571279,44571279,C13,324.11689,0.279583315,114,324.1169806
17,6,6,23,0.208586527,,6,,O6,22307442,22307442,C13,324.15327,0.296210714,55.9,324.153366
16,7,7,19,0.245157341,,7,,O7,4465492,4465492,O18,325.11781,0.191253405,9.3,325.1178722
13,9,9,9,0.340566306,,10,,O10,4120320,4120320,C13,326.02352,-0.139812939,8.4,326.0234744
14,8,8,13,0.304221535,,9,,O9,12724454,12724454,C13,326.05986,-0.0005591,30.9,326.0598598
15,7,7,17,0.267876763,,8,,O8,42447564,42447564,C13,326.09625,-0.014665302,108.4,326.0962452
16,6,6,21,0.231531991,,7,,O7,35024562,35024562,C13,326.13262,0.032556387,89.1,326.1326306
17,5,5,25,0.195187219,,6,,O6,5984537,5984537,C13,326.16903,-0.042868266,13.3,326.169016
18,4,4,29,0.176580819,,3,1,O3S1,6317964,6317964,C13,326.18754,0.316436573,14.1,326.1876432
16,6,6,21,0.231758033,,7,,O7,3406405,3406405,O18,327.13357,-0.146179149,6.5,327.1335222
14,7,7,15,0.290822227,,9,,O9,17391020,17391020,C13,328.07551,-0.000555665,42.8,328.0755098
15,6,6,19,0.254477456,,8,,O8,36101013,36101013,C13,328.11195,-0.166962249,91.5,328.1118952
16,5,5,23,0.218132684,,7,,O7,9217535,9217535,C13,328.14833,-0.150487761,21.6,328.1482806
15,6,6,19,0.254703498,,8,,O8,4185102,4185102,O18,329.11266,0.385217181,8.5,329.1127868
13,7,7,13,0.313767692,,10,,O10,4487906,4487906,C13,330.05462,0.467854768,9.3,330.0547744
14,6,6,17,0.27742292,,9,,O9,15131984,15131984,C13,330.09106,0.302394345,37,330.0911598
18,10,10,17,0.262183755,,6,,O6,9449288,9449288,C13,330.10631,0.321162191,22.2,330.106416
15,5,5,21,0.241078149,,8,,O8,14188606,14188606,C13,330.12741,0.409592298,34.5,330.1275452
19,9,9,21,0.225838984,,5,,O5,8096439,8096439,C13,330.1427,0.307193431,18.7,330.1428014
16,11,11,11,0.321473992,,8,,O8,9098270,9098270,C13,332.04937,-0.225214452,21.2,332.0492952
13,6,6,15,0.300368385,,10,,O10,3592407,3592407,C13,332.07032,0.314444444,7,332.0704244
17,10,10,15,0.28512922,,7,,O7,11099922,11099922,C13,332.08567,0.031972773,26.4,332.0856806
18,9,9,19,0.248784448,,6,,O6,15211270,15211270,C13,332.1221,-0.102318706,37,332.122066
19,8,8,23,0.212439677,,5,,O5,11732218,11732218,C13,332.15845,0.004268143,28,332.1584514
15,11,11,9,0.344419456,,9,,O9,6760484,6760484,C13,334.02855,0.029391798,15.2,334.0285598
16,10,10,13,0.308074685,,8,,O8,13165342,13165342,C13,334.06492,0.075487418,31.7,334.0649452
17,9,9,17,0.271729913,,7,,O7,18829592,18829592,C13,334.1013,0.091641958,46.4,334.1013306
18,8,8,21,0.235385141,,6,,O6,25303570,25303570,C13,334.13769,0.0778652,63.1,334.137716
19,7,7,25,0.199040369,,5,,O5,8948620,8948620,C13,334.17409,0.034166921,20.8,334.1741014
15,10,10,11,0.331020149,,9,,O9,10915744,10915744,C13,336.04421,-0.000542488,25.8,336.0442098
16,9,9,15,0.294675377,,8,,O8,22890402,22890402,C13,336.08059,0.015525145,56.6,336.0805952
17,8,8,19,0.258330606,,7,,O7,42230180,42230180,C13,336.11692,0.180347032,106.4,336.1169806
18,7,7,23,0.221985834,,6,,O6,27526565,27526565,C13,336.15332,0.136894955,68.6,336.153366
19,6,6,27,0.185641062,,5,,O5,5440679,5440679,C13,336.18966,0.271922923,11.7,336.1897514
17,8,8,19,0.258556648,,7,,O7,3397068,3397068,O18,337.11807,-0.58679802,6.4,337.1178722
14,10,10,9,0.353965614,,10,,O10,3691855,3691855,C13,338.02345,0.072236699,7.2,338.0234744
15,9,9,13,0.317620842,,9,,O9,16084441,16084441,C13,338.05987,-0.030119814,39.1,338.0598598
16,8,8,17,0.28127607,,8,,O8,36722915,36722915,C13,338.09629,-0.132454296,92.3,338.0962452
17,7,7,21,0.244931298,,7,,O7,49007341,49007341,C13,338.1327,-0.20519256,123.9,338.1326306
18,6,6,25,0.208586527,,6,,O6,15286264,15286264,C13,338.16908,-0.189202136,37,338.169016
22,2,2,41,0.06320744,,2,,O2,8494883,8494883,C13,338.31464,-0.243507996,19.6,338.3145576
16,8,8,17,0.281502112,,8,,O8,4909049,4909049,O18,339.09689,0.727755776,10.3,339.0971368
17,7,7,21,0.245157341,,7,,O7,5107080,5107080,O18,339.13329,0.684626806,10.8,339.1335222
14,9,9,11,0.340566306,,10,,O10,8371954,8371954,C13,340.03911,0.042400121,18.9,340.0391244
18,13,13,11,0.325327142,,7,,O7,4111610,4111610,C13,340.05438,0.001816474,8.1,340.0543806
15,8,8,15,0.304221535,,9,,O9,27317765,27317765,C13,340.07543,0.234705816,66.7,340.0755098
16,7,7,19,0.267876763,,8,,O8,59267609,59267609,C13,340.11181,0.250557835,147.4,340.1118952
17,6,6,23,0.231531991,,7,,O7,32893997,32893997,C13,340.14816,0.354603292,80.8,340.1482806
18,5,5,27,0.195187219,,6,,O6,5140672,5140672,C13,340.18453,0.399834894,10.7,340.184666
19,4,4,31,0.176580819,,3,1,O3S1,4491531,4491531,C13,340.20321,0.244611683,9.1,340.2032932
15,8,8,15,0.304447577,,9,,O9,3513731,3513731,O18,341.07626,0.414510941,6.6,341.0764014
16,7,7,19,0.268102805,,8,,O8,5474876,5474876,O18,341.11278,0.019875831,11.5,341.1127868
14,8,8,13,0.327166999,,10,,O10,11076671,11076671,C13,342.05485,-0.220965488,25.7,342.0547744
18,12,12,13,0.311927834,,7,,O7,4853324,4853324,C13,342.07009,-0.173596909,10,342.0700306
15,7,7,17,0.290822227,,9,,O9,31863133,31863133,C13,342.09125,-0.263620668,78.2,342.0911598
19,11,11,17,0.275583063,,6,,O6,3638442,3638442,C13,342.10664,-0.654715286,6.9,342.106416
16,6,6,21,0.254477456,,8,,O8,40181628,40181628,C13,342.12762,-0.218580179,99.2,342.1275452
20,10,10,21,0.239238291,,5,,O5,4821192,4821192,C13,342.14285,-0.14199422,9.9,342.1428014
17,5,5,25,0.218132684,,7,,O7,8076058,8076058,C13,342.16409,-0.465806842,18.1,342.1639306
18,4,4,29,0.181787912,,6,,O6,9808312,9808312,C13,342.20034,-0.070082636,22.5,342.200316
15,7,7,17,0.29104827,,9,,O9,3802307,3802307,O18,343.09225,-0.578911983,7.3,343.0920514
16,6,6,21,0.254703498,,8,,O8,3782598,3782598,O18,343.12839,0.136333498,7.3,343.1284368
17,12,12,11,0.334873299,,8,,O8,7741001,7741001,C13,344.04915,0.422083992,16.9,344.0492952
14,7,7,15,0.313767692,,10,,O10,13489120,13489120,C13,344.07034,0.245350062,31.1,344.0704244
18,11,11,15,0.298528527,,7,,O7,11766513,11766513,C13,344.08556,0.350545538,26.9,344.0856806
15,6,6,19,0.27742292,,9,,O9,22556937,22556937,C13,344.10669,0.348199154,53.5,344.1068098
19,10,10,19,0.262183755,,6,,O6,10481178,10481178,C13,344.12201,0.162784388,23.7,344.122066
16,5,5,23,0.241078149,,8,,O8,13371697,13371697,C13,344.14302,0.509141841,30.8,344.1431952
20,9,9,23,0.225838984,,5,,O5,8273859,8273859,C13,344.15836,0.265626776,18.2,344.1584514
16,12,12,9,0.357818763,,9,,O9,5341933,5341933,C13,346.02851,0.143969908,11,346.0285598
13,7,7,13,0.336713157,,11,,O11,4616331,4616331,C13,346.04974,-0.14732653,9.2,346.049689
17,11,11,13,0.321473992,,8,,O8,13219488,13219488,C13,346.065,-0.158300633,30.4,346.0649452
14,6,6,17,0.300368385,,10,,O10,4991421,4991421,C13,346.08622,-0.420653447,10.1,346.0860744
18,10,10,17,0.28512922,,7,,O7,18014930,18014930,C13,346.10137,-0.113788352,42.3,346.1013306
15,5,5,21,0.264023613,,9,,O9,6154095,6154095,C13,346.12243,0.086147833,13,346.1224598
19,9,9,21,0.248784448,,6,,O6,18710277,18710277,C13,346.13785,-0.387078015,44,346.137716
20,8,8,25,0.212439677,,5,,O5,10454584,10454584,C13,346.17417,-0.198115052,23.6,346.1741014
16,11,11,11,0.344419456,,9,,O9,14348878,14348878,C13,348.04413,0.229332073,33.2,348.0442098
17,10,10,15,0.308074685,,8,,O8,23556233,23556233,C13,348.08051,0.244821749,56,348.0805952
18,9,9,19,0.271729913,,7,,O7,32400581,32400581,C13,348.11694,0.116678307,77.8,348.1169806
19,8,8,23,0.235385141,,6,,O6,27699969,27699969,C13,348.15325,0.333237335,66.2,348.153366
20,7,7,27,0.199040369,,5,,O5,6526525,6526525,C13,348.18967,0.233831408,13.9,348.1897514
15,11,11,9,0.367364921,,10,,O10,5965013,5965013,C13,350.02348,-0.015948359,12.2,350.0234744
16,10,10,13,0.331020149,,9,,O9,19716633,19716633,C13,350.05987,-0.029087311,45.5,350.0598598
17,9,9,17,0.294675377,,8,,O8,35383901,35383901,C13,350.09626,-0.042223532,83.4,350.0962452
18,8,8,21,0.258330606,,7,,O7,50545314,50545314,C13,350.13266,-0.083917628,120.1,350.1326306
19,7,7,25,0.221985834,,6,,O6,22899942,22899942,C13,350.1691,-0.239833612,53.2,350.169016
17,9,9,17,0.29490142,,8,,O8,4197988,4197988,O18,351.09695,0.531989243,7.9,351.0971368
15,10,10,11,0.353965614,,10,,O10,12467291,12467291,C13,352.03915,-0.072668912,28,352.0391244
16,9,9,15,0.317620842,,9,,O9,27670439,27670439,C13,352.07548,0.084691207,64.8,352.0755098
17,8,8,19,0.28127607,,8,,O8,61006322,61006322,C13,352.11189,0.014818301,145.4,352.1118952
18,7,7,23,0.244931298,,7,,O7,53974590,53974590,C13,352.14821,0.200533991,128.4,352.1482806
19,6,6,27,0.208586527,,6,,O6,10419850,10419850,C13,352.18463,0.102269359,23,352.184666
16,9,9,15,0.317846884,,9,,O9,3506618,3506618,O18,353.07643,-0.081059227,6.1,353.0764014
17,8,8,19,0.281502112,,8,,O8,6448714,6448714,O18,353.11288,-0.263995254,13.1,353.1127868
18,7,7,23,0.245157341,,7,,O7,5106073,5106073,O18,353.14917,0.006172746,9.9,353.1491722
15,9,9,13,0.340566306,,10,,O10,18570362,18570362,C13,354.05468,0.266675404,41.8,354.0547744
16,8,8,17,0.304221535,,9,,O9,46417613,46417613,C13,354.09112,0.112450421,107.8,354.0911598
17,7,7,21,0.267876763,,8,,O8,70549280,70549280,C13,354.1275,0.12768761,165,354.1275452
18,6,6,25,0.231531991,,7,,O7,25998195,25998195,C13,354.16391,0.058215132,59.4,354.1639306
16,8,8,17,0.304447577,,9,,O9,4544860,4544860,O18,355.09188,0.482635135,8.6,355.0920514
17,7,7,21,0.268102805,,8,,O8,6351666,6351666,O18,355.12821,0.638585583,12.9,355.1284368
14,9,9,11,0.363511771,,11,,O11,6599473,6599473,C13,356.034,0.109589802,13.4,356.034039
18,13,13,11,0.348272606,,8,,O8,4421015,4421015,C13,356.04936,-0.181947559,8.3,356.0492952
15,8,8,15,0.327166999,,10,,O10,25370891,25370891,C13,356.07051,-0.240352173,57.9,356.0704244
19,12,12,15,0.311927834,,7,,O7,6459824,6459824,C13,356.08576,-0.222930335,13.1,356.0856806
16,7,7,19,0.290822227,,9,,O9,52542820,52542820,C13,356.10688,-0.197082162,122.3,356.1068098
20,11,11,19,0.275583063,,6,,O6,7063817,7063817,C13,356.12209,-0.067342921,14.5,356.122066
17,6,6,23,0.254477456,,8,,O8,36564413,36564413,C13,356.14327,-0.20997818,84.4,356.1431952
18,5,5,27,0.218132684,,7,,O7,5823510,5823510,C13,356.17971,-0.363250189,11.6,356.1795806
16,7,7,19,0.29104827,,9,,O9,5821786,5821786,O18,357.10779,-0.248160708,11.6,357.1077014
17,6,6,23,0.254703498,,8,,O8,3826614,3826614,O18,357.14398,0.298982691,6.9,357.1440868
17,13,13,9,0.371218071,,9,,O9,4331981,4331981,C13,358.02858,-0.056370643,7.9,358.0285598
18,12,12,13,0.334873299,,8,,O8,8235435,8235435,C13,358.0649,0.126283515,16.9,358.0649452
